area_name,year,analysis
Sector 17/ GEB Colony,2022,Built-up area: 41.0% (high growth class) | Built-up increased by 1.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (17.5)
Sector 17/ GEB Colony,2023,Built-up area: 41.8% (high growth class) | Built-up increased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is moderate (21.0)
Sector 17/ GEB Colony,2024,Built-up area: 42.2% (high growth class) | Built-up increased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (19.9)
Sector 17/TPS,2016,Built-up area: 27.6% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.17) | Night-time light intensity is low (11.2)
Sector 17/TPS,2017,Built-up area: 28.3% (high growth class) | Built-up increased by 0.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (11.9)
Sector 17/TPS,2018,Built-up area: 31.6% (high growth class) | Built-up increased by 3.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (10.7)
Sector 17/TPS,2019,Built-up area: 29.0% (high growth class) | Built-up decreased by 2.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.30) | Night-time light intensity is low (14.6)
Sector 17/TPS,2020,Built-up area: 29.8% (high growth class) | Built-up increased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (15.5)
Sector 17/TPS,2021,Built-up area: 30.0% (medium growth class) | Built-up increased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (17.0)
Sector 17/TPS,2022,Built-up area: 30.3% (high growth class) | Built-up increased by 0.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is low (16.9)
Sector 17/TPS,2023,Built-up area: 29.9% (medium growth class) | Built-up decreased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (17.7)
Sector 17/TPS,2024,Built-up area: 31.1% (high growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (18.3)
Sector 18,2016,Built-up area: 18.8% (medium growth class) | First historical year available. | Vegetation cover is low (NDVI 0.24) | Night-time light intensity is low (13.6)
Sector 18,2017,Built-up area: 20.0% (high growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is high (NDVI 0.54) | Night-time light intensity is low (15.3)
Sector 18,2018,Built-up area: 23.0% (high growth class) | Built-up increased by 3.1 percentage points from previous year. | Vegetation cover is high (NDVI 0.54) | Night-time light intensity is low (13.1)
Sector 18,2019,Built-up area: 20.3% (high growth class) | Built-up decreased by 2.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (16.3)
Sector 18,2020,Built-up area: 20.6% (medium growth class) | Built-up increased by 0.3 percentage points from previous year. | Vegetation cover is high (NDVI 0.53) | Night-time light intensity is low (16.6)
Sector 18,2021,Built-up area: 20.3% (medium growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.49) | Night-time light intensity is low (16.3)
Sector 18,2022,Built-up area: 21.5% (high growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.49) | Night-time light intensity is low (17.8)
Sector 18,2023,Built-up area: 21.3% (high growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is high (NDVI 0.51) | Night-time light intensity is low (18.3)
Sector 18,2024,Built-up area: 21.0% (high growth class) | Built-up decreased by 0.3 percentage points from previous year. | Vegetation cover is high (NDVI 0.55) | Night-time light intensity is low (20.0)
Sector 19,2016,Built-up area: 54.2% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.21) | Night-time light intensity is low (17.0)
Sector 19,2017,Built-up area: 58.2% (high growth class) | Built-up increased by 4.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.41) | Night-time light intensity is low (18.7)
Sector 19,2018,Built-up area: 60.6% (high growth class) | Built-up increased by 2.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (16.0)
Sector 19,2019,Built-up area: 58.4% (high growth class) | Built-up decreased by 2.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (18.2)
Sector 19,2020,Built-up area: 57.9% (high growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (17.1)
Sector 19,2021,Built-up area: 58.9% (high growth class) | Built-up increased by 0.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.40) | Night-time light intensity is low (18.1)
Sector 19,2022,Built-up area: 60.3% (high growth class) | Built-up increased by 1.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.40) | Night-time light intensity is moderate (20.7)
Sector 19,2023,Built-up area: 59.3% (high growth class) | Built-up decreased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is moderate (24.8)
Sector 19,2024,Built-up area: 57.7% (high growth class) | Built-up decreased by 1.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is moderate (26.8)
Sector 2,2016,Built-up area: 4.9% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.24) | Night-time light intensity is low (1.4)
Sector 2,2017,Built-up area: 5.2% (low growth class) | Built-up increased by 0.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (1.7)
Sector 2,2018,Built-up area: 5.3% (low growth class) | Built-up increased by 0.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.47) | Night-time light intensity is low (2.0)
Sector 2,2019,Built-up area: 6.1% (low growth class) | Built-up increased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (2.2)
Sector 2,2020,Built-up area: 5.3% (low growth class) | Built-up decreased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (2.3)
Sector 2,2021,Built-up area: 5.7% (low growth class) | Built-up increased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (3.0)
Sector 2,2022,Built-up area: 5.9% (low growth class) | Built-up increased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (3.1)
Sector 2,2023,Built-up area: 5.9% (low growth class) | Built-up increased by 0.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.48) | Night-time light intensity is low (4.9)
Sector 2,2024,Built-up area: 5.7% (low growth class) | Built-up decreased by 0.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (6.0)
Sector 20,2016,Built-up area: 27.6% (medium growth class) | First historical year available. | Vegetation cover is low (NDVI 0.22) | Night-time light intensity is low (7.0)
Sector 20,2017,Built-up area: 29.2% (medium growth class) | Built-up increased by 1.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (6.8)
Sector 20,2018,Built-up area: 31.9% (medium growth class) | Built-up increased by 2.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (7.2)
Sector 20,2019,Built-up area: 31.2% (medium growth class) | Built-up decreased by 0.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (8.3)
Sector 20,2020,Built-up area: 32.5% (medium growth class) | Built-up increased by 1.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (8.8)
Sector 20,2021,Built-up area: 33.7% (medium growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (9.5)
Sector 20,2022,Built-up area: 35.7% (medium growth class) | Built-up increased by 1.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (10.5)
Sector 20,2023,Built-up area: 36.0% (medium growth class) | Built-up increased by 0.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.45) | Night-time light intensity is low (11.9)
Sector 20,2024,Built-up area: 34.3% (medium growth class) | Built-up decreased by 1.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.48) | Night-time light intensity is low (12.4)
Sector 21,2016,Built-up area: 20.7% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.19) | Night-time light intensity is low (5.0)
Sector 21,2017,Built-up area: 24.8% (medium growth class) | Built-up increased by 4.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.38) | Night-time light intensity is low (5.8)
Sector 21,2018,Built-up area: 29.6% (high growth class) | Built-up increased by 4.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (7.1)
Sector 21,2019,Built-up area: 32.0% (high growth class) | Built-up increased by 2.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is low (8.5)
Sector 21,2020,Built-up area: 35.2% (high growth class) | Built-up increased by 3.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (9.2)
Sector 21,2021,Built-up area: 34.1% (medium growth class) | Built-up decreased by 1.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (11.1)
Sector 21,2022,Built-up area: 34.0% (medium growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (13.6)
Sector 21,2023,Built-up area: 36.4% (medium growth class) | Built-up increased by 2.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (16.1)
Sector 21,2024,Built-up area: 34.2% (medium growth class) | Built-up decreased by 2.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (16.7)
Sector 22,2016,Built-up area: 60.5% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.17) | Night-time light intensity is low (12.2)
Sector 22,2017,Built-up area: 64.5% (high growth class) | Built-up increased by 4.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is low (15.2)
Sector 22,2018,Built-up area: 66.6% (high growth class) | Built-up increased by 2.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is low (13.9)
Sector 22,2019,Built-up area: 65.4% (high growth class) | Built-up decreased by 1.1 percentage points from previous year. | Vegetation cover is low (NDVI 0.28) | Night-time light intensity is low (15.0)
Sector 22,2020,Built-up area: 64.0% (high growth class) | Built-up decreased by 1.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.31) | Night-time light intensity is low (13.5)
Sector 22,2021,Built-up area: 65.8% (high growth class) | Built-up increased by 1.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.31) | Night-time light intensity is low (14.8)
Sector 22,2022,Built-up area: 66.2% (high growth class) | Built-up increased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.31) | Night-time light intensity is low (18.0)
Sector 22,2023,Built-up area: 65.4% (high growth class) | Built-up decreased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is low (19.7)
Sector 22,2024,Built-up area: 64.4% (high growth class) | Built-up decreased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is moderate (21.6)
Sector 23,2016,Built-up area: 8.8% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.25) | Night-time light intensity is low (2.0)
Sector 23,2017,Built-up area: 10.0% (low growth class) | Built-up increased by 1.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.45) | Night-time light intensity is low (2.3)
Sector 23,2018,Built-up area: 11.2% (low growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.48) | Night-time light intensity is low (2.7)
Sector 23,2019,Built-up area: 12.8% (medium growth class) | Built-up increased by 1.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.45) | Night-time light intensity is low (3.0)
Sector 23,2020,Built-up area: 12.2% (low growth class) | Built-up decreased by 0.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.46) | Night-time light intensity is low (3.2)
Sector 23,2021,Built-up area: 13.5% (medium growth class) | Built-up increased by 1.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.46) | Night-time light intensity is low (3.9)
Sector 23,2022,Built-up area: 13.7% (low growth class) | Built-up increased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.47) | Night-time light intensity is low (4.5)
Sector 23,2023,Built-up area: 15.8% (medium growth class) | Built-up increased by 2.1 percentage points from previous year. | Vegetation cover is high (NDVI 0.50) | Night-time light intensity is low (5.3)
Sector 23,2024,Built-up area: 15.5% (medium growth class) | Built-up decreased by 0.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.48) | Night-time light intensity is low (5.6)
Sector 24,2016,Built-up area: 16.5% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.18) | Night-time light intensity is low (3.6)
Sector 24,2017,Built-up area: 17.7% (medium growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is low (NDVI 0.29) | Night-time light intensity is low (4.3)
Sector 24,2018,Built-up area: 20.8% (medium growth class) | Built-up increased by 3.2 percentage points from previous year. | Vegetation cover is low (NDVI 0.26) | Night-time light intensity is low (4.6)
Sector 24,2019,Built-up area: 19.7% (medium growth class) | Built-up decreased by 1.1 percentage points from previous year. | Vegetation cover is low (NDVI 0.26) | Night-time light intensity is low (5.4)
Sector 24,2020,Built-up area: 20.7% (medium growth class) | Built-up increased by 1.0 percentage points from previous year. | Vegetation cover is low (NDVI 0.22) | Night-time light intensity is low (5.1)
Sector 24,2021,Built-up area: 21.5% (low growth class) | Built-up increased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is low (6.2)
Sector 24,2022,Built-up area: 22.6% (medium growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.31) | Night-time light intensity is low (7.1)
Sector 24,2023,Built-up area: 24.4% (medium growth class) | Built-up increased by 1.9 percentage points from previous year. | Vegetation cover is low (NDVI 0.24) | Night-time light intensity is low (10.7)
Sector 24,2024,Built-up area: 23.9% (medium growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is low (NDVI 0.24) | Night-time light intensity is low (10.8)
Sector 25,2016,Built-up area: 49.4% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.17) | Night-time light intensity is low (14.2)
Sector 25,2017,Built-up area: 54.1% (high growth class) | Built-up increased by 4.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is low (17.3)
Sector 25,2018,Built-up area: 55.8% (high growth class) | Built-up increased by 1.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is low (15.5)
Sector 25,2019,Built-up area: 54.8% (high growth class) | Built-up decreased by 1.0 percentage points from previous year. | Vegetation cover is low (NDVI 0.28) | Night-time light intensity is low (16.5)
Sector 25,2020,Built-up area: 54.3% (high growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is low (16.0)
Sector 25,2021,Built-up area: 55.2% (high growth class) | Built-up increased by 0.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is low (16.5)
Sector 25,2022,Built-up area: 55.6% (high growth class) | Built-up increased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is low (17.4)
Sector 25,2023,Built-up area: 57.1% (high growth class) | Built-up increased by 1.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is low (17.3)
Sector 25,2024,Built-up area: 56.8% (high growth class) | Built-up decreased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.31) | Night-time light intensity is moderate (20.3)
Sector 26,2016,Built-up area: 19.4% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.21) | Night-time light intensity is low (4.5)
Sector 26,2017,Built-up area: 22.3% (medium growth class) | Built-up increased by 2.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (6.1)
Sector 26,2018,Built-up area: 22.1% (medium growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.45) | Night-time light intensity is low (5.8)
Sector 26,2019,Built-up area: 21.8% (medium growth class) | Built-up decreased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (6.3)
Sector 26,2020,Built-up area: 22.6% (medium growth class) | Built-up increased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (7.3)
Sector 26,2021,Built-up area: 25.4% (medium growth class) | Built-up increased by 2.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (8.6)
Sector 26,2022,Built-up area: 27.4% (medium growth class) | Built-up increased by 2.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (10.1)
Sector 26,2023,Built-up area: 28.2% (medium growth class) | Built-up increased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (11.9)
Sector 26,2024,Built-up area: 29.4% (medium growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (13.1)
Sector 27,2016,Built-up area: 15.3% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.23) | Night-time light intensity is low (2.6)
Sector 27,2017,Built-up area: 16.8% (low growth class) | Built-up increased by 1.4 percentage points from previous year. | Vegetation cover is high (NDVI 0.50) | Night-time light intensity is low (3.1)
Sector 27,2018,Built-up area: 20.4% (low growth class) | Built-up increased by 3.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.46) | Night-time light intensity is low (3.5)
Sector 27,2019,Built-up area: 17.2% (low growth class) | Built-up decreased by 3.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (3.7)
Sector 27,2020,Built-up area: 18.4% (low growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.48) | Night-time light intensity is low (3.4)
Sector 27,2021,Built-up area: 18.8% (low growth class) | Built-up increased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.45) | Night-time light intensity is low (4.5)
Sector 27,2022,Built-up area: 20.1% (medium growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.45) | Night-time light intensity is low (5.3)
Sector 27,2023,Built-up area: 20.4% (medium growth class) | Built-up increased by 0.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.47) | Night-time light intensity is low (6.5)
Sector 27,2024,Built-up area: 19.7% (low growth class) | Built-up decreased by 0.7 percentage points from previous year. | Vegetation cover is high (NDVI 0.52) | Night-time light intensity is low (6.9)
Sector 28,2016,Built-up area: 30.6% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.20) | Night-time light intensity is low (5.9)
Sector 28,2017,Built-up area: 33.4% (high growth class) | Built-up increased by 2.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (7.2)
Sector 28,2018,Built-up area: 34.1% (high growth class) | Built-up increased by 0.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.38) | Night-time light intensity is low (6.9)
Sector 28,2019,Built-up area: 34.3% (medium growth class) | Built-up increased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (8.0)
Sector 28,2020,Built-up area: 34.0% (low growth class) | Built-up decreased by 0.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (7.6)
Sector 28,2021,Built-up area: 34.8% (high growth class) | Built-up increased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (8.3)
Sector 28,2022,Built-up area: 35.1% (medium growth class) | Built-up increased by 0.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.38) | Night-time light intensity is low (9.6)
Sector 28,2023,Built-up area: 36.1% (medium growth class) | Built-up increased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (10.6)
Sector 28,2024,Built-up area: 35.5% (medium growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.38) | Night-time light intensity is low (10.7)
Sector 28 GIDC,2016,Built-up area: 56.7% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.16) | Night-time light intensity is low (11.9)
Sector 28 GIDC,2017,Built-up area: 61.2% (high growth class) | Built-up increased by 4.5 percentage points from previous year. | Vegetation cover is low (NDVI 0.28) | Night-time light intensity is low (15.0)
Sector 28 GIDC,2018,Built-up area: 62.3% (high growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is low (NDVI 0.27) | Night-time light intensity is low (13.9)
Sector 28 GIDC,2019,Built-up area: 61.4% (high growth class) | Built-up decreased by 1.0 percentage points from previous year. | Vegetation cover is low (NDVI 0.24) | Night-time light intensity is low (16.2)
Sector 28 GIDC,2020,Built-up area: 60.7% (high growth class) | Built-up decreased by 0.7 percentage points from previous year. | Vegetation cover is low (NDVI 0.27) | Night-time light intensity is low (15.8)
Sector 28 GIDC,2021,Built-up area: 62.0% (high growth class) | Built-up increased by 1.3 percentage points from previous year. | Vegetation cover is low (NDVI 0.27) | Night-time light intensity is low (16.8)
Sector 28 GIDC,2022,Built-up area: 62.2% (high growth class) | Built-up increased by 0.2 percentage points from previous year. | Vegetation cover is low (NDVI 0.27) | Night-time light intensity is low (16.8)
Sector 28 GIDC,2023,Built-up area: 63.3% (high growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is low (NDVI 0.28) | Night-time light intensity is low (17.3)
Sector 28 GIDC,2024,Built-up area: 61.8% (high growth class) | Built-up decreased by 1.5 percentage points from previous year. | Vegetation cover is low (NDVI 0.28) | Night-time light intensity is low (17.6)
Sector 29,2016,Built-up area: 51.6% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.19) | Night-time light intensity is low (12.8)
Sector 29,2017,Built-up area: 53.8% (high growth class) | Built-up increased by 2.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (13.7)
Sector 29,2018,Built-up area: 58.5% (high growth class) | Built-up increased by 4.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (13.4)
Sector 29,2019,Built-up area: 56.2% (high growth class) | Built-up decreased by 2.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is low (17.7)
Sector 29,2020,Built-up area: 56.0% (high growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (17.6)
Sector 29,2021,Built-up area: 55.6% (high growth class) | Built-up decreased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (17.2)
Sector 29,2022,Built-up area: 56.8% (high growth class) | Built-up increased by 1.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (17.5)
Sector 29,2023,Built-up area: 56.6% (high growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.38) | Night-time light intensity is low (18.0)
Sector 29,2024,Built-up area: 56.1% (high growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (18.7)
Sector 30,2016,Built-up area: 35.7% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.18) | Night-time light intensity is low (9.7)
Sector 30,2017,Built-up area: 37.6% (high growth class) | Built-up increased by 1.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (10.6)
Sector 30,2018,Built-up area: 40.6% (high growth class) | Built-up increased by 3.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (10.4)
Sector 30,2019,Built-up area: 38.0% (high growth class) | Built-up decreased by 2.6 percentage points from previous year. | Vegetation cover is low (NDVI 0.30) | Night-time light intensity is low (11.6)
Sector 30,2020,Built-up area: 37.6% (high growth class) | Built-up decreased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is low (10.7)
Sector 30,2021,Built-up area: 38.8% (high growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (11.6)
Sector 30,2022,Built-up area: 40.6% (high growth class) | Built-up increased by 1.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (12.9)
Sector 30,2023,Built-up area: 40.7% (high growth class) | Built-up increased by 0.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (15.7)
Sector 30,2024,Built-up area: 40.4% (high growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (16.8)
Sector 3B,2016,Built-up area: 55.5% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.16) | Night-time light intensity is low (8.8)
Sector 3B,2017,Built-up area: 60.6% (high growth class) | Built-up increased by 5.1 percentage points from previous year. | Vegetation cover is low (NDVI 0.28) | Night-time light intensity is low (13.7)
Sector 3B,2018,Built-up area: 60.2% (high growth class) | Built-up decreased by 0.4 percentage points from previous year. | Vegetation cover is low (NDVI 0.29) | Night-time light intensity is low (12.0)
Sector 3B,2019,Built-up area: 59.4% (high growth class) | Built-up decreased by 0.8 percentage points from previous year. | Vegetation cover is low (NDVI 0.25) | Night-time light intensity is low (13.4)
Sector 3B,2020,Built-up area: 58.7% (high growth class) | Built-up decreased by 0.7 percentage points from previous year. | Vegetation cover is low (NDVI 0.28) | Night-time light intensity is low (12.4)
Sector 3B,2021,Built-up area: 60.2% (high growth class) | Built-up increased by 1.5 percentage points from previous year. | Vegetation cover is low (NDVI 0.28) | Night-time light intensity is low (14.4)
Sector 3B,2022,Built-up area: 60.6% (high growth class) | Built-up increased by 0.4 percentage points from previous year. | Vegetation cover is low (NDVI 0.28) | Night-time light intensity is low (14.9)
Sector 3B,2023,Built-up area: 61.1% (high growth class) | Built-up increased by 0.4 percentage points from previous year. | Vegetation cover is low (NDVI 0.29) | Night-time light intensity is low (16.8)
Sector 3B,2024,Built-up area: 60.4% (high growth class) | Built-up decreased by 0.7 percentage points from previous year. | Vegetation cover is low (NDVI 0.28) | Night-time light intensity is low (18.5)
Sector 4,2016,Built-up area: 6.8% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.22) | Night-time light intensity is low (1.5)
Sector 4,2017,Built-up area: 8.1% (low growth class) | Built-up increased by 1.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.40) | Night-time light intensity is low (1.8)
Sector 4,2018,Built-up area: 8.0% (low growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (2.1)
Sector 4,2019,Built-up area: 8.7% (low growth class) | Built-up increased by 0.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.38) | Night-time light intensity is low (2.2)
Sector 4,2020,Built-up area: 8.1% (low growth class) | Built-up decreased by 0.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (2.2)
Sector 4,2021,Built-up area: 9.2% (low growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.41) | Night-time light intensity is low (5.7)
